time_s,phase,phase_elapsed_s,cmd_x,cmd_y,cmd_yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,joint_vel_abs_max,action_abs_max,action_saturation_frac,target_delta_abs_max,left_contact,right_contact,min_voltage,sum_abs_current,obs_finite,action_finite,missed_deadline
0.00016927719116210938,stand_pre,0.00016927719116210938,0.0,0.0,0.0,-0.11235557059713497,0.5639595145506677,0.3010692959690218,-2.37,-2.8000000000000003,5.71,0.0,0.8870823383331299,0.0,0.14193317294120789,1.0,1.0,7.6,0.08200000000000002,True,True,False
0.021952390670776367,stand_pre,0.021952390670776367,0.0,0.0,0.0,0.11671889372712078,0.1832595714594046,0.23889194136672387,-2.38,-2.5100000000000002,7.87,0.0,0.9533077478408813,0.07142857142857142,0.08723076013848186,1.0,1.0,7.6,0.08200000000000002,True,True,False
0.042540550231933594,stand_pre,0.042540550231933594,0.0,0.0,0.0,-0.001090830782496456,-0.011999138607461015,-0.007635815477475192,1.46,-0.34,9.27,0.46,0.9347103238105774,0.0,0.11644992232322693,1.0,1.0,7.6,0.08200000000000002,True,True,False
0.06316924095153809,stand_pre,0.06316924095153809,0.0,0.0,0.0,-0.001090830782496456,-0.008726646259971648,-0.00545415391248228,0.18,-0.35000000000000003,9.25,1.227,0.9760331511497498,0.07142857142857142,0.06909654289484024,1.0,1.0,7.6,0.08200000000000002,True,True,False
0.08369970321655273,stand_pre,0.08369970321655273,0.0,0.0,0.0,0.004363323129985824,-0.006544984694978736,-0.004363323129985824,2.04,0.39,7.62,1.534,0.9631540179252625,0.07142857142857142,0.11888360604643822,1.0,1.0,7.6,0.08200000000000002,True,True,False
0.10415101051330566,stand_pre,0.10415101051330566,0.0,0.0,0.0,0.21271200258680892,-0.0818123086872342,-0.1407171709420428,1.54,0.8300000000000001,7.63,1.6110000000000002,0.9478883147239685,0.0,0.15881699323654175,0.0,1.0,7.6,0.08200000000000002,True,True,False
0.12453055381774902,stand_pre,0.12453055381774902,0.0,0.0,0.0,0.46796640569097964,-0.28907015736156083,-1.1061024134514064,1.54,0.8300000000000001,7.63,1.765,0.8846940398216248,0.0,0.12535829097032547,1.0,1.0,7.6,0.08200000000000002,True,True,False
0.144974946975708,stand_pre,0.144974946975708,0.0,0.0,0.0,0.7788531787024695,-0.41015237421866746,-1.9984019935335073,1.17,-5.53,7.58,1.381,0.6032057404518127,0.0,0.1017427803017199,1.0,1.0,7.6,0.08200000000000002,True,True,False
0.16535115242004395,stand_pre,0.16535115242004395,0.0,0.0,0.0,1.2042771838760873,-0.8453938564347534,-1.5129822953225844,1.17,-5.53,7.58,1.151,0.679703950881958,0.0,0.05284857377409935,1.0,0.0,7.6,0.08200000000000002,True,True,False
0.1857452392578125,stand_pre,0.1857452392578125,0.0,0.0,0.0,1.6471544815696486,-0.6795875774952921,-1.124646536753846,1.17,-5.53,7.58,1.151,0.796210765838623,0.0,0.029424503445625305,1.0,0.0,7.6,0.08200000000000002,True,True,False
